date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,medianTxValue(USD),medianFee,averageDifficulty,paymentCount,blockSize,blockCount
7/5/2018,828850935.7,527586,46957277184,467.29,1828610048,20418,2561.443824,248749,3.925236,0.001297758,3.56E+15,291349,124825511,5808
7/6/2018,820950981,459075,47677440000,474.36,1627609984,20421.375,3356.132066,216613,13.39040959,0.0021,3.51E+15,258192,112328149,5844
7/7/2018,557817878.4,484105,47656947712,474.06,1358360064,20521.40625,3015.040919,213952,2.84436,0.00189,3.53E+15,248398,114711948,5820
7/8/2018,670438494.7,631505,49477697536,492.07,1344560000,20415,1382.161999,268810,0.134187489,0.000985196,3.45E+15,300233,127418442,5697
7/9/2018,948226861.9,651926,49166921728,488.88,1533799936,20650.03125,1096.827246,285437,0,0.000673223,3.53E+15,319686,130928929,5855
7/10/2018,981304384.7,691771,47897903104,476.16,1789069952,20358.9375,734.2391122,287126,0,0.000518202,3.50E+15,315964,135492173,5783
7/11/2018,671659887.8,643920,43717398528,434.52,1422470016,20674.6875,838.9375287,266501,0,0.000462484,3.36E+15,284335,131108742,5931
7/12/2018,644828867.8,566058,44932661248,446.5,1495440000,20510.4375,1363.060301,250055,0,0.00080409,3.44E+15,274778,127278578,5993
7/13/2018,573529878.1,563317,43355430912,430.74,1489670016,20293.5,1531.902623,233406,0,0.000911908,3.45E+15,258255,123779359,5953
7/14/2018,440713121.4,508951,43743715328,434.51,1235820032,20451.5625,2932.261846,226290,0.397476713,0.001706736,3.42E+15,261432,117613442,6006
7/15/2018,383603888.1,453706,43890753536,435.88,1350160000,20612.625,3561.566983,225375,3.687518647,0.00105,3.42E+15,246401,113308422,6067
7/16/2018,920859239.8,703999,45364322304,450.42,1858680064,20378.8125,583.1445101,328177,0,0.000315,3.45E+15,343174,137106823,5851
7/17/2018,938876937.1,701292,48360497152,480.08,2288100096,20738.8125,506.7684905,337051,0,0.000231,3.45E+15,364486,138882182,5889
7/18/2018,1125127880,746145,50462244864,500.84,2371559936,20329.3125,478.4705163,390949,0,0.000231,3.48E+15,351723,135810428,5757
7/19/2018,891283173,734702,48435744768,480.63,2068739968,20430.5625,431.9500706,358453,0,0.000160065,3.43E+15,331688,137454375,5793
7/20/2018,960888297.7,671608,47304454144,469.31,1821350016,20184.75,558.2191419,329710,0.0046931,0.00025343,3.43E+15,328087,123938282,5838
7/21/2018,572836102.8,620634,45435904000,450.68,1504310016,20569.78125,591.2097617,281165,0.0045068,0.000273,3.24E+15,283161,114955132,5997
7/22/2018,529990335.7,675356,46630920192,462.44,1338589952,20770.21875,367.8291677,323243,0,0.00011398,3.35E+15,288440,124237960,5975
7/23/2018,830863804.3,758657,46338043904,459.44,1596999936,20435.4375,558.4596575,385355,0,0.000293504,3.52E+15,309330,135215590,5862
7/24/2018,866762565.9,784910,45509849088,451.14,2287520000,20564.53125,475.6229721,408340,0,0.000174768,3.43E+15,356282,140866157,5815
7/25/2018,819248619.5,787527,48421990400,479.91,1930780032,20769.5625,443.4595071,409873,0,0.000143095,3.48E+15,348002,142537560,5900
7/26/2018,630102252.9,725630,47667482624,472.33,1621560064,20423.90625,390.9988004,368304,0,0.000130509,3.53E+15,343735,137545648,5852
7/27/2018,685514459.8,788715,46837104640,464.01,1734259968,20513.71875,363.1461194,402719,0,9.29E-05,3.50E+15,330733,134525520,5909
7/28/2018,432637690,703973,47418966016,469.68,1531890048,20441.0625,512.5395943,361596,0,0.0000798,3.54E+15,316178,117337958,5991
7/29/2018,388726451,716354,47149572096,466.92,1631910016,20493.28125,303.7594064,350970,0,0.000063,3.56E+15,309963,131445206,6010
7/30/2018,798661742.8,757712,47150243495,466.83,2141590000,20414.90625,343.2327125,368814,0,0.0000838,3.56E+15,345498,142212588,5963
7/31/2018,1383671512,745063,46191809198,457.25,1820680000,20594.625,355.7223476,367696,0.018404011,0.000083725,3.53E+15,362816,141576274,5919
8/1/2018,730268813.5,757758,43839225862,433.87,1888060000,20427.84375,747.8227231,368593,0,0.000084,3.52E+15,350740,144924805,5861
8/2/2018,741857401.3,779928,42527933834,420.81,1569300000,20550.75,333.9574573,363699,0,8.41E-05,3.55E+15,322183,144018513,5854
8/3/2018,597641648.5,753190,41703717522,412.57,1722340000,20516.8125,344.0355467,387947,0,0.00012312,3.48E+15,337918,132487957,5916
8/4/2018,435749314.6,720548,42285422559,418.24,1466540000,20602.3125,401.410556,335531,0,0.000083833,3.57E+15,283963,127698377,6003
8/5/2018,396998314.3,704249,41192725337,407.35,1396820000,20529.46875,262.7422295,315434,0,8.38E-05,3.57E+15,290783,131727253,5932
8/6/2018,545536867.3,699536,41526865933,410.57,1384880000,20410.3125,426.6788801,342889,0,0.00010934,3.60E+15,309135,138106489,5923
8/7/2018,622976437.8,636342,41154302930,406.8,1828350000,20398.3125,1344.326975,310986,2.4408,0.000380202,3.57E+15,295929,116345405,5875
8/8/2018,896261025.4,565663,38439767874,379.89,2016080000,20559,2878.016385,272400,23.211279,0.001638,3.59E+15,303976,96877164,5957
8/9/2018,637541349.1,538530,36127750164,356.97,1616610000,20526.75,2484.608659,264336,17.88946099,0.00152276,3.61E+15,285281,92170358,5930
8/10/2018,752880519.7,613892,37026418724,365.78,1699400000,20444.625,1520.599826,300800,7.915543423,0.000861,3.58E+15,306903,110198409,5926
8/11/2018,631710667.8,657312,33843432717,334.26,1790370000,20636.625,507.3081495,327441,0,0.0002514,3.55E+15,299854,120592145,5945
8/12/2018,362514384.3,641927,32489149687,320.82,1625420000,20352.375,362.4777797,325900,0,0.000185032,3.49E+15,279045,115265909,5835
